# a_index,a_value,Tc,T,M
0,0.8,9.999716289940237,0.01,0.9809017974284492
0,0.8,9.999716289940237,0.11090612414081047,0.9939574471761916
0,0.8,9.999716289940237,0.21181224828162096,0.9947601283416625
0,0.8,9.999716289940237,0.31271837242243145,1.000581839478563
0,0.8,9.999716289940237,0.4136244965632419,1.0004419925514922
0,0.8,9.999716289940237,0.5145306207040524,0.9999401474400376
0,0.8,9.999716289940237,0.6154367448448629,0.9993606126874119
0,0.8,9.999716289940237,0.7163428689856733,0.9966830264798741
0,0.8,9.999716289940237,0.8172489931264838,0.990379258736837
0,0.8,9.999716289940237,0.9181551172672943,0.9840640663199755
0,0.8,9.999716289940237,1.0190612414081048,0.975736143348334
0,0.8,9.999716289940237,1.1199673655489153,0.9653379462120816
0,0.8,9.999716289940237,1.2208734896897258,0.9535744155591945
0,0.8,9.999716289940237,1.3217796138305362,0.9391959885716293
0,0.8,9.999716289940237,1.4226857379713467,0.9229067743960532
0,0.8,9.999716289940237,1.5235918621121571,0.904976993790614
0,0.8,9.999716289940237,1.6244979862529676,0.8856569830943181
0,0.8,9.999716289940237,1.725404110393778,0.8651758098488794
0,0.8,9.999716289940237,1.8263102345345885,0.8438427454244223
0,0.8,9.999716289940237,1.927216358675399,0.8218229331446687
0,0.8,9.999716289940237,2.0281224828162094,0.7990709249660509
0,0.8,9.999716289940237,2.1290286069570197,0.7761507249546223
0,0.8,9.999716289940237,2.2299347310978304,0.7528298134206645
0,0.8,9.999716289940237,2.3308408552386406,0.7292696098594388
0,0.8,9.999716289940237,2.4317469793794513,0.705579955402919
0,0.8,9.999716289940237,2.5326531035202615,0.6818556258914542
0,0.8,9.999716289940237,2.633559227661072,0.6582657580522695
0,0.8,9.999716289940237,2.7344653518018824,0.6348793561509263
0,0.8,9.999716289940237,2.835371475942693,0.6117618786852469
0,0.8,9.999716289940237,2.9362776000835034,0.588994936925489
0,0.8,9.999716289940237,3.037183724224314,0.5665104886908336
0,0.8,9.999716289940237,3.1380898483651243,0.5443727837710097
0,0.8,9.999716289940237,3.238995972505935,0.5226146495014901
0,0.8,9.999716289940237,3.3399020966467456,0.5012643669117497
0,0.8,9.999716289940237,3.440808220787556,0.480397431689537
0,0.8,9.999716289940237,3.5417143449283666,0.4600457277716328
0,0.8,9.999716289940237,3.642620469069177,0.44022837526842823
0,0.8,9.999716289940237,3.7435265932099875,0.42095546279403645
0,0.8,9.999716289940237,3.8444327173507977,0.40220694090714015
0,0.8,9.999716289940237,3.9453388414916084,0.383978653862498
0,0.8,9.999716289940237,4.046244965632419,0.3662716238370517
0,0.8,9.999716289940237,4.147151089773229,0.3490971302444471
0,0.8,9.999716289940237,4.24805721391404,0.3324701102969124
0,0.8,9.999716289940237,4.34896333805485,0.3164097172313118
0,0.8,9.999716289940237,4.449869462195661,0.30091563370025604
0,0.8,9.999716289940237,4.550775586336471,0.28597657637061974
0,0.8,9.999716289940237,4.651681710477281,0.2715741931484191
0,0.8,9.999716289940237,4.752587834618092,0.25768889840609366
0,0.8,9.999716289940237,4.853493958758903,0.2443114633091513
0,0.8,9.999716289940237,4.9544000828997135,0.2314413775513832
0,0.8,9.999716289940237,5.055306207040523,0.2190825313030221
0,0.8,9.999716289940237,5.156212331181334,0.20723491096088267
0,0.8,9.999716289940237,5.257118455322145,0.1958890322633122
0,0.8,9.999716289940237,5.358024579462955,0.18502618776106738
0,0.8,9.999716289940237,5.458930703603765,0.17462437526847988
0,0.8,9.999716289940237,5.559836827744576,0.16466611836225975
0,0.8,9.999716289940237,5.6607429518853865,0.1551414932692404
0,0.8,9.999716289940237,5.761649076026197,0.14604697390521895
0,0.8,9.999716289940237,5.862555200167007,0.13737924597048023
0,0.8,9.999716289940237,5.963461324307818,0.12912905916882952
0,0.8,9.999716289940237,6.064367448448628,0.12127952708103287
0,0.8,9.999716289940237,6.165273572589439,0.11381010482651131
0,0.8,9.999716289940237,6.266179696730249,0.10670253719636953
0,0.8,9.999716289940237,6.3670858208710595,0.09994501340418754
0,0.8,9.999716289940237,6.46799194501187,0.09353119691347288
0,0.8,9.999716289940237,6.568898069152681,0.08745540233226458
0,0.8,9.999716289940237,6.6698041932934915,0.08170751160803019
0,0.8,9.999716289940237,6.770710317434301,0.07627167196448538
0,0.8,9.999716289940237,6.871616441575112,0.07112989307706827
0,0.8,9.999716289940237,6.972522565715923,0.06626701620111054
0,0.8,9.999716289940237,7.073428689856733,0.06167319145615636
0,0.8,9.999716289940237,7.174334813997543,0.05734216787201807
0,0.8,9.999716289940237,7.275240938138354,0.0532667631399988
0,0.8,9.999716289940237,7.3761470622791645,0.0494355838924215
0,0.8,9.999716289940237,7.477053186419975,0.04583388277331859
0,0.8,9.999716289940237,7.577959310560785,0.04244754071496644
0,0.8,9.999716289940237,7.678865434701596,0.039266605401899385
0,0.8,9.999716289940237,7.779771558842406,0.036286200316260814
0,0.8,9.999716289940237,7.880677682983217,0.03350489588668728
0,0.8,9.999716289940237,7.981583807124027,0.030922063472573112
0,0.8,9.999716289940237,8.082489931264838,0.028535612875776516
0,0.8,9.999716289940237,8.183396055405648,0.02634079989807125
0,0.8,9.999716289940237,8.284302179546458,0.024330061900698943
0,0.8,9.999716289940237,8.38520830368727,0.02249354719425962
0,0.8,9.999716289940237,8.48611442782808,0.02081989343271583
