T	M
5.288996655518e+01 1.588227998597e-01
5.322408026756e+01 1.579727609020e-01
5.355819397993e+01 1.571306425254e-01
5.389230769231e+01 1.562964463458e-01
5.422642140468e+01 1.554701778892e-01
5.456053511706e+01 1.546518277333e-01
5.489464882943e+01 1.538414055545e-01
5.522876254181e+01 1.530388948256e-01
5.556287625418e+01 1.522443004104e-01
5.589698996656e+01 1.514576078563e-01
5.623110367893e+01 1.506788088595e-01
5.656521739130e+01 1.499078825392e-01
5.689933110368e+01 1.491448316790e-01
5.723344481605e+01 1.483896104604e-01
5.756755852843e+01 1.477878012375e-01
5.790167224080e+01 1.470475082067e-01
5.823578595318e+01 1.463149574504e-01
5.856989966555e+01 1.455901402800e-01
5.890401337793e+01 1.448730477623e-01
5.923812709030e+01 1.441636315974e-01
5.957224080268e+01 1.434618558233e-01
5.990635451505e+01 1.427676658198e-01
6.024046822742e+01 1.420810418229e-01
6.057458193980e+01 1.414019055998e-01
6.090869565217e+01 1.407302361496e-01
6.124280936455e+01 1.400659731931e-01
6.157692307692e+01 1.394090739469e-01
6.191103678930e+01 1.387594599225e-01
6.224515050167e+01 1.381170848547e-01
6.257926421405e+01 1.374818928981e-01
6.291337792642e+01 1.368538220518e-01
6.324749163880e+01 1.362328062614e-01
6.358160535117e+01 1.356187699890e-01
6.391571906355e+01 1.350116581716e-01
6.424983277592e+01 1.344114045511e-01
6.458394648829e+01 1.338179349321e-01
6.491806020067e+01 1.332311641965e-01
6.525217391304e+01 1.326510403998e-01
6.558628762542e+01 1.320774737106e-01
6.592040133779e+01 1.315104087584e-01
6.625451505017e+01 1.309497548315e-01
6.658862876254e+01 1.303954239154e-01
6.692274247492e+01 1.298473633127e-01
6.725685618729e+01 1.293054767939e-01
6.759096989967e+01 1.287697011144e-01
6.792508361204e+01 1.282399283690e-01
6.825919732441e+01 1.277161130889e-01
6.859331103679e+01 1.271981579214e-01
6.892742474916e+01 1.266859747790e-01
6.926153846154e+01 1.261794937019e-01
6.959565217391e+01 1.256786334216e-01
6.992976588629e+01 1.251833026129e-01
7.026387959866e+01 1.246934268791e-01
7.059799331104e+01 1.242089218193e-01
7.093210702341e+01 1.237297083271e-01
7.126622073579e+01 1.232557052913e-01
7.160033444816e+01 1.227868270279e-01
7.193444816054e+01 1.223230055658e-01
7.226856187291e+01 1.218641406110e-01
7.260267558528e+01 1.214101671408e-01
7.293678929766e+01 1.209609995737e-01
7.327090301003e+01 1.205165573143e-01
7.360501672241e+01 1.200767550627e-01
7.393913043478e+01 1.196415293644e-01
7.427324414716e+01 1.192107952185e-01
7.460735785953e+01 1.187844661884e-01
7.494147157191e+01 1.183624854519e-01
7.527558528428e+01 1.179447554488e-01
7.560969899666e+01 1.175383362060e-01
7.594381270903e+01 1.171278787570e-01
7.627792642140e+01 1.167224569682e-01
7.661204013378e+01 1.163209861809e-01
7.694615384615e+01 1.159234133370e-01
7.728026755853e+01 1.155296627216e-01
7.761438127090e+01 1.151396547537e-01
7.794849498328e+01 1.147533276394e-01
7.828260869565e+01 1.143705991444e-01
7.861672240803e+01 1.139914160217e-01
7.895083612040e+01 1.136156961101e-01
7.928494983278e+01 1.132433878077e-01
7.961906354515e+01 1.128744148487e-01
7.995317725753e+01 1.125087110964e-01
8.028729096990e+01 1.121462208821e-01
8.062140468227e+01 1.117868718185e-01
8.095551839465e+01 1.114306120973e-01
8.128963210702e+01 1.110773741274e-01
8.162374581940e+01 1.107271009785e-01
8.195785953177e+01 1.103797288013e-01
8.229197324415e+01 1.100352045760e-01
8.262608695652e+01 1.096934650384e-01
8.296020066890e+01 1.093544637433e-01
8.329431438127e+01 1.090181314325e-01
8.362842809365e+01 1.086844226211e-01
8.396254180602e+01 1.083532934731e-01
8.429665551839e+01 1.080246744487e-01
8.463076923077e+01 1.076985276508e-01
8.496488294314e+01 1.073747890039e-01
8.529899665552e+01 1.070534193575e-01
8.563311036789e+01 1.067343721817e-01
8.596722408027e+01 1.064175932819e-01
8.630133779264e+01 1.061030394405e-01
8.663545150502e+01 1.057906651481e-01
8.696956521739e+01 1.054804250432e-01
8.730367892977e+01 1.051722814964e-01
8.763779264214e+01 1.048661832652e-01
8.797190635452e+01 1.045620947571e-01
8.830602006689e+01 1.042599720302e-01
8.864013377926e+01 1.039597812707e-01
8.897424749164e+01 1.036614742670e-01
8.930836120401e+01 1.033650266706e-01
8.964247491639e+01 1.030703818895e-01
8.997658862876e+01 1.027775270802e-01
9.031070234114e+01 1.024864162394e-01
9.064481605351e+01 1.021970100516e-01
9.097892976589e+01 1.019092833890e-01
9.131304347826e+01 1.016231987318e-01
9.164715719064e+01 1.013387296898e-01
9.198127090301e+01 1.010558413248e-01
9.231538461538e+01 1.007745065195e-01
9.264949832776e+01 1.004946939161e-01
9.298361204013e+01 1.002163772417e-01
9.331772575251e+01 9.993953008781e-02
9.365183946488e+01 9.966412016084e-02
9.398595317726e+01 9.939013259964e-02
9.432006688963e+01 9.911753328796e-02
9.465418060201e+01 9.884630104969e-02
9.498829431438e+01 9.857641072877e-02
9.532240802676e+01 9.830784220490e-02
9.565652173913e+01 9.804057645585e-02
9.599063545151e+01 9.777458422505e-02
9.632474916388e+01 9.750984813534e-02
9.665886287625e+01 9.724635130622e-02
9.699297658863e+01 9.698407131793e-02
9.732709030100e+01 9.672298953827e-02
9.766120401338e+01 9.646309365252e-02
9.799531772575e+01 9.620435500868e-02
9.832943143813e+01 9.594677330203e-02
9.866354515050e+01 9.569031632120e-02
9.899765886288e+01 9.543497923443e-02
9.933177257525e+01 9.518073941850e-02
9.966588628763e+01 9.490169316505e-02
1.000000000000e+02 9.465004541099e-02
