T	M
5.222173913043e+01 3.421922194740e-02
5.255585284281e+01 3.385757555843e-02
5.288996655518e+01 3.350109852396e-02
5.322408026756e+01 3.314971042225e-02
5.355819397993e+01 3.280334611660e-02
5.389230769231e+01 3.246194045509e-02
5.422642140468e+01 3.212543721569e-02
5.456053511706e+01 3.179378146346e-02
5.489464882943e+01 3.146692269979e-02
5.522876254181e+01 3.114481425593e-02
5.556287625418e+01 3.082738233579e-02
5.589698996656e+01 3.051463848496e-02
5.623110367893e+01 3.020651424324e-02
5.656521739130e+01 2.990296483963e-02
5.689933110368e+01 2.960394626873e-02
5.723344481605e+01 2.930941850772e-02
5.756755852843e+01 2.901933478160e-02
5.790167224080e+01 2.873365273838e-02
5.823578595318e+01 2.845232264312e-02
5.856989966555e+01 2.817530032114e-02
5.890401337793e+01 2.790253292686e-02
5.923812709030e+01 2.763397055001e-02
5.957224080268e+01 2.736955934459e-02
5.990635451505e+01 2.710924374248e-02
6.024046822742e+01 2.685296924093e-02
6.057458193980e+01 2.660067584576e-02
6.090869565217e+01 2.635230183017e-02
6.124280936455e+01 2.610778441821e-02
6.157692307692e+01 2.586706152533e-02
6.191103678930e+01 2.563006807506e-02
6.224515050167e+01 2.539673435849e-02
6.257926421405e+01 2.516699379451e-02
6.291337792642e+01 2.494077985146e-02
6.324749163880e+01 2.471801880540e-02
6.358160535117e+01 2.449864181813e-02
6.391571906355e+01 2.428257780183e-02
6.424983277592e+01 2.406975515285e-02
6.458394648829e+01 2.386010186321e-02
6.491806020067e+01 2.365354754646e-02
6.525217391304e+01 2.345001975276e-02
6.558628762542e+01 2.324944688908e-02
6.592040133779e+01 2.305175857411e-02
6.625451505017e+01 2.285688407477e-02
6.658862876254e+01 2.266475584692e-02
6.692274247492e+01 2.247530275498e-02
6.725685618729e+01 2.228845965804e-02
6.759096989967e+01 2.210415897395e-02
6.792508361204e+01 2.192233547540e-02
6.825919732441e+01 2.174292613365e-02
6.859331103679e+01 2.156586934028e-02
6.892742474916e+01 2.139110253729e-02
6.926153846154e+01 2.121856787574e-02
6.959565217391e+01 2.104820775672e-02
6.992976588629e+01 2.087996556399e-02
7.026387959866e+01 2.071378799325e-02
7.059799331104e+01 2.054962494130e-02
7.093210702341e+01 2.038742225112e-02
7.126622073579e+01 2.022713324934e-02
7.160033444816e+01 2.006871156456e-02
7.193444816054e+01 1.991211365443e-02
7.226856187291e+01 1.975729545145e-02
7.260267558528e+01 1.960421581331e-02
7.293678929766e+01 1.945283616781e-02
7.327090301003e+01 1.930312038589e-02
7.360501672241e+01 1.915503167268e-02
7.393913043478e+01 1.900853781637e-02
7.427324414716e+01 1.886360628964e-02
7.460735785953e+01 1.872020794426e-02
7.494147157191e+01 1.857831322182e-02
7.527558528428e+01 1.843789516061e-02
7.560969899666e+01 1.829893523442e-02
7.594381270903e+01 1.816139777878e-02
7.627792642140e+01 1.802526686332e-02
7.661204013378e+01 1.789052105534e-02
7.694615384615e+01 1.775714117184e-02
7.728026755853e+01 1.762510735277e-02
7.761438127090e+01 1.749440484951e-02
7.794849498328e+01 1.736501428575e-02
7.828260869565e+01 1.723692365189e-02
7.861672240803e+01 1.711011525463e-02
7.895083612040e+01 1.698457857275e-02
7.928494983278e+01 1.686029995867e-02
7.961906354515e+01 1.673726848967e-02
7.995317725753e+01 1.661547140666e-02
8.028729096990e+01 1.649489997654e-02
8.062140468227e+01 1.637554199425e-02
8.095551839465e+01 1.625738953893e-02
8.128963210702e+01 1.614043322871e-02
8.162374581940e+01 1.602466335592e-02
8.195785953177e+01 1.591007335151e-02
8.229197324415e+01 1.579665327472e-02
8.262608695652e+01 1.568439619586e-02
8.296020066890e+01 1.557329281243e-02
8.329431438127e+01 1.546333710723e-02
8.362842809365e+01 1.535452004844e-02
8.396254180602e+01 1.524683321410e-02
8.429665551839e+01 1.514027183342e-02
8.463076923077e+01 1.503482603881e-02
8.496488294314e+01 1.493048826601e-02
8.529899665552e+01 1.482725099838e-02
8.563311036789e+01 1.472510683197e-02
8.596722408027e+01 1.462404607736e-02
8.630133779264e+01 1.452406143541e-02
8.663545150502e+01 1.442514481722e-02
8.696956521739e+01 1.432728621317e-02
8.730367892977e+01 1.423047811736e-02
8.763779264214e+01 1.413471150892e-02
8.797190635452e+01 1.403997686454e-02
8.830602006689e+01 1.394626412116e-02
8.864013377926e+01 1.385356283998e-02
8.897424749164e+01 1.376186595948e-02
8.930836120401e+01 1.367116190167e-02
8.964247491639e+01 1.358144065701e-02
8.997658862876e+01 1.349269239503e-02
9.031070234114e+01 1.340490399446e-02
9.064481605351e+01 1.331806770174e-02
9.097892976589e+01 1.323217105140e-02
9.131304347826e+01 1.314720271377e-02
9.164715719064e+01 1.306315142814e-02
9.198127090301e+01 1.298000670343e-02
9.231538461538e+01 1.289775534881e-02
9.264949832776e+01 1.281638622064e-02
9.298361204013e+01 1.273588807301e-02
9.331772575251e+01 1.265624886003e-02
9.365183946488e+01 1.257745579630e-02
9.398595317726e+01 1.249949738267e-02
9.432006688963e+01 1.242236194016e-02
9.465418060201e+01 1.234603592701e-02
9.498829431438e+01 1.227050881730e-02
9.532240802676e+01 1.219576706602e-02
9.565652173913e+01 1.212179916555e-02
9.599063545151e+01 1.204859268598e-02
9.632474916388e+01 1.197613564523e-02
9.665886287625e+01 1.190441543386e-02
9.699297658863e+01 1.183341958533e-02
9.732709030100e+01 1.176313736679e-02
9.766120401338e+01 1.169355588384e-02
9.799531772575e+01 1.162466300237e-02
9.832943143813e+01 1.155644753502e-02
9.866354515050e+01 1.148889802561e-02
9.899765886288e+01 1.142200198137e-02
9.933177257525e+01 1.135574903258e-02
9.966588628763e+01 1.129012758202e-02
1.000000000000e+02 1.122512591183e-02
