T	M
5.255585284281e+01 9.181600148818e-02
5.288996655518e+01 9.116424037291e-02
5.322408026756e+01 9.052032129922e-02
5.355819397993e+01 8.988421140218e-02
5.389230769231e+01 8.925586713079e-02
5.422642140468e+01 8.863524279103e-02
5.456053511706e+01 8.802231055847e-02
5.489464882943e+01 8.741701089621e-02
5.522876254181e+01 8.681930024418e-02
5.556287625418e+01 8.622913346433e-02
5.589698996656e+01 8.565163978803e-02
5.623110367893e+01 8.507635468309e-02
5.656521739130e+01 8.450843817895e-02
5.689933110368e+01 8.394783728859e-02
5.723344481605e+01 8.339447824158e-02
5.756755852843e+01 8.284767262996e-02
5.790167224080e+01 8.230860919163e-02
5.823578595318e+01 8.177657696641e-02
5.856989966555e+01 8.125150721776e-02
5.890401337793e+01 8.073331926205e-02
5.923812709030e+01 8.022193345986e-02
5.957224080268e+01 7.971719097138e-02
5.990635451505e+01 7.921915680399e-02
6.024046822742e+01 7.872767419886e-02
6.057458193980e+01 7.824264446592e-02
6.090869565217e+01 7.776398447652e-02
6.124280936455e+01 7.729160052855e-02
6.157692307692e+01 7.682539765881e-02
6.191103678930e+01 7.636528015988e-02
6.224515050167e+01 7.591115621973e-02
6.257926421405e+01 7.546292577572e-02
6.291337792642e+01 7.502047835776e-02
6.324749163880e+01 7.458374266046e-02
6.358160535117e+01 7.415260053699e-02
6.391571906355e+01 7.372695977539e-02
6.424983277592e+01 7.330671608426e-02
6.458394648829e+01 7.289177285918e-02
6.491806020067e+01 7.248202386789e-02
6.525217391304e+01 7.207738110049e-02
6.558628762542e+01 7.167773546374e-02
6.592040133779e+01 7.128298773766e-02
6.625451505017e+01 7.089304415497e-02
6.658862876254e+01 7.050780411801e-02
6.692274247492e+01 7.012716824796e-02
6.725685618729e+01 6.975104479271e-02
6.759096989967e+01 6.937933555347e-02
6.792508361204e+01 6.901194391250e-02
6.825919732441e+01 6.864877670772e-02
6.859331103679e+01 6.828974282817e-02
6.892742474916e+01 6.793475218579e-02
6.926153846154e+01 6.758166592144e-02
6.959565217391e+01 6.723449862387e-02
6.992976588629e+01 6.689110772284e-02
7.026387959866e+01 6.655140580953e-02
7.059799331104e+01 6.621531096248e-02
7.093210702341e+01 6.588273727212e-02
7.126622073579e+01 6.555360262921e-02
7.160033444816e+01 6.522807923713e-02
7.193444816054e+01 6.490559139762e-02
7.226856187291e+01 6.458630834958e-02
7.260267558528e+01 6.427015813226e-02
7.293678929766e+01 6.395706963007e-02
7.327090301003e+01 6.364696869253e-02
7.360501672241e+01 6.333978677320e-02
7.393913043478e+01 6.303545771057e-02
7.427324414716e+01 6.273391378055e-02
7.460735785953e+01 6.243509428248e-02
7.494147157191e+01 6.213893110541e-02
7.527558528428e+01 6.184537082687e-02
7.560969899666e+01 6.155434925287e-02
7.594381270903e+01 6.126580987473e-02
7.627792642140e+01 6.097970385925e-02
7.661204013378e+01 6.069597164882e-02
7.694615384615e+01 6.041456382123e-02
7.728026755853e+01 6.013543204556e-02
7.761438127090e+01 5.985852555497e-02
7.794849498328e+01 5.958379834495e-02
7.828260869565e+01 5.931120603472e-02
7.861672240803e+01 5.904070890863e-02
7.895083612040e+01 5.877225920159e-02
7.928494983278e+01 5.850582562314e-02
7.961906354515e+01 5.824136034543e-02
7.995317725753e+01 5.797883545199e-02
8.028729096990e+01 5.771820748397e-02
8.062140468227e+01 5.745944785574e-02
8.095551839465e+01 5.720252188484e-02
8.128963210702e+01 5.694740263449e-02
8.162374581940e+01 5.669405135867e-02
8.195785953177e+01 5.644245207246e-02
8.229197324415e+01 5.619257119395e-02
8.262608695652e+01 5.594438378098e-02
8.296020066890e+01 5.569786326805e-02
8.329431438127e+01 5.545298819505e-02
8.362842809365e+01 5.520973828008e-02
8.396254180602e+01 5.496809350864e-02
8.429665551839e+01 5.472802982809e-02
8.463076923077e+01 5.448952688422e-02
8.496488294314e+01 5.425257575704e-02
8.529899665552e+01 5.401715045136e-02
8.563311036789e+01 5.378405392969e-02
8.596722408027e+01 5.355163714252e-02
8.630133779264e+01 5.332070443090e-02
8.663545150502e+01 5.309124310513e-02
8.696956521739e+01 5.286323595649e-02
8.730367892977e+01 5.263667494444e-02
8.763779264214e+01 5.241155048958e-02
8.797190635452e+01 5.218784778372e-02
8.830602006689e+01 5.196555814506e-02
8.864013377926e+01 5.174467431544e-02
8.897424749164e+01 5.152518251337e-02
8.930836120401e+01 5.130707971752e-02
8.964247491639e+01 5.109035503387e-02
8.997658862876e+01 5.087500025418e-02
9.031070234114e+01 5.066101294835e-02
9.064481605351e+01 5.044838034367e-02
9.097892976589e+01 5.023709737465e-02
9.131304347826e+01 5.002716342699e-02
9.164715719064e+01 4.981856862077e-02
9.198127090301e+01 4.961130475005e-02
9.231538461538e+01 4.940538462202e-02
9.264949832776e+01 4.920077602843e-02
9.298361204013e+01 4.899748600533e-02
9.331772575251e+01 4.879551451392e-02
9.365183946488e+01 4.859485159655e-02
9.398595317726e+01 4.839549786373e-02
9.432006688963e+01 4.819744285580e-02
9.465418060201e+01 4.800068752379e-02
9.498829431438e+01 4.780522790268e-02
9.532240802676e+01 4.761105956570e-02
9.565652173913e+01 4.741817778555e-02
9.599063545151e+01 4.722658035098e-02
9.632474916388e+01 4.703626222515e-02
9.665886287625e+01 4.684721903204e-02
9.699297658863e+01 4.665945086834e-02
9.732709030100e+01 4.647294861412e-02
9.766120401338e+01 4.628771247230e-02
9.799531772575e+01 4.610373842163e-02
9.832943143813e+01 4.592102217466e-02
9.866354515050e+01 4.573955578823e-02
9.899765886288e+01 4.555934287622e-02
9.933177257525e+01 4.538037459502e-02
9.966588628763e+01 4.520264587237e-02
1.000000000000e+02 4.502615720701e-02
